%Frame Number	x (image)	y (image)	x (world)	y (world)	Area	Orientation	Compactness	TimeStamp (ms)
294	478.79	266.654	0	0	2707.5	0.389501	0.881525	1523020145922
295	482.162	268.136	0	0	2707.5	0.385989	0.881525	1523020145954
296	485.264	269.264	0	0	2716	0.422375	0.871694	1523020145987
297	488.195	270.336	0	0	2710	0.388041	0.877099	1523020146020
298	490.753	271.103	0	0	2693	0.351935	0.889568	1523020146051
299	493.693	272.016	0	0	2687	0.29328	0.887586	1523020146082
300	496.766	272.944	0	0	2700	0.399695	0.88435	1523020146115
301	500.041	274.13	0	0	2686.5	0.341174	0.892777	1523020146163
302	503.33	275.297	0	0	2694	0.48232	0.897508	1523020146195
303	507.154	276.682	0	0	2686.5	0.425761	0.889634	1523020146227
304	510.908	278.085	0	0	2689	0.513358	0.888247	1523020146259
305	513.991	279.169	0	0	2712.5	0.348374	0.775634	1523020146291
306	516.622	280.033	0	0	2728	0.332796	0.865267	1523020146323
307	519.224	280.882	0	0	2686	0.596505	0.869332	1523020146355
308	521.257	281.609	0	0	2686.5	0.271663	0.889634	1523020146388
309	524.189	282.715	0	0	2686.5	0.244864	0.889634	1523020146420
310	527.275	283.763	0	0	2678.5	0.38508	0.879486	1523020146451
311	530.905	285.103	0	0	2688.5	0.423165	0.88277	1523020146483
312	534.272	286.406	0	0	2685	0.401276	0.886926	1523020146530
313	537.814	287.73	0	0	2692.5	0.313714	0.849001	1523020146563
314	540.627	288.732	0	0	2728	0.438016	0.818093	1523020146594
315	543.366	289.622	0	0	2704.5	0.251891	0.719791	1523020146626
316	545.353	290.312	0	0	2707.5	0.355848	0.79181	1523020146658
317	547.866	291.132	0	0	2687	0.341423	0.884471	1523020146690
318	550.677	292.088	0	0	2701.5	0.263316	0.841925	1523020146722
319	554.155	293.298	0	0	2691	0.253119	0.896509	1523020146754
320	557.465	294.443	0	0	2690.5	0.285769	0.894106	1523020146787
321	560.859	295.611	0	0	2705.5	0.414221	0.829424	1523020146821
322	563.998	296.61	0	0	2708.5	0.466525	0.840041	1523020146851
323	566.599	297.563	0	0	2741.5	0.349007	0.824095	1523020146898
324	569.12	298.468	0	0	2721.5	0.217794	0.802306	1523020146930
325	571.482	299.392	0	0	2704.5	0.343481	0.822372	1523020146962
326	574.18	300.488	0	0	2715	0.122571	0.798511	1523020146994
327	576.677	301.522	0	0	2727	0.138699	0.854854	1523020147026
328	579.78	302.612	0	0	2710	0.286334	0.816563	1523020147058
329	582.516	303.698	0	0	2731.5	0.229206	0.76637	1523020147090
330	585.189	304.724	0	0	2749.5	0.30266	0.753612	1523020147122
331	588.198	306.267	0	0	2734.5	0.160622	0.799706	1523020147154
332	590.488	307.228	0	0	2760	0.248727	0.809057	1523020147187
333	593.278	308.627	0	0	2728	0.11632	0.71444	1523020147220
334	594.872	309.321	0	0	2760	0.289463	0.73854	1523020147266
335	596.514	310.221	0	0	2730	0.114272	0.806707	1523020147299
336	597.717	310.799	0	0	2748.5	0.229299	0.801145	1523020147331
337	599.609	311.86	0	0	2739	0.155171	0.809367	1523020147363
338	601.52	312.743	0	0	2735.5	0.14847	0.769988	1523020147395
339	602.621	313.53	0	0	2738.5	0.177804	0.748197	1523020147427
340	604.078	314.388	0	0	2752	0.187488	0.736399	1523020147459
341	605.533	315.408	0	0	2741	0.154961	0.744804	1523020147491
342	607.013	316.557	0	0	2752.5	0.132262	0.843833	1523020147523
343	608.364	317.822	0	0	2754	0.115037	0.798237	1523020147555
364	607.598	374.551	0	0	2794	0.511748	0.70571	1523020148258
365	604.991	377.919	0	0	2776.5	0.5254	0.704988	1523020148290
366	602.351	381.02	0	0	2774.5	0.563459	0.691979	1523020148338
367	599.748	383.918	0	0	2769.5	0.586943	0.734768	1523020148371
368	597.306	386.562	0	0	2759	0.623662	0.717123	1523020148403
369	595.065	388.694	0	0	2750	0.660172	0.707225	1523020148436
370	593.065	390.695	0	0	2737.5	0.71293	0.762074	1523020148467
371	590.662	392.752	0	0	2733.5	0.752021	0.775496	1523020148499
372	588.103	394.912	0	0	2737	0.761773	0.78083	1523020148531
373	585.828	396.532	0	0	2733	0.779143	0.785883	1523020148563
374	583.528	398.353	0	0	2714	0.792361	0.780419	1523020148595
375	581.299	399.791	0	0	2730	0.779118	0.696847	1523020148627
376	579.83	400.719	0	0	2704.5	0.86599	0.74465	1523020148659
377	577.681	401.862	0	0	2721	0.774448	0.648974	1523020148707
378	575.694	402.868	0	0	2702.5	0.877259	0.662167	1523020148739
379	573.31	403.806	0	0	2690.5	0.905941	0.678091	1523020148771
380	570.203	404.582	0	0	2702.5	0.870967	0.647865	1523020148803
381	566.503	405.103	0	0	2730	0.782737	0.758253	1523020148835
382	563.874	405.672	0	0	2695	0.966062	0.594318	1523020148867
383	561.083	405.844	0	0	2688	0.97534	0.623744	1523020148898
384	558.168	405.91	0	0	2691.5	1.07651	0.683406	1523020148930
385	555.285	405.742	0	0	2692	1.04026	0.629144	1523020148962
386	552.156	404.958	0	0	2684	1.01921	0.672917	1523020148994
387	548.301	403.806	0	0	2679	1.11002	0.655004	1523020149026
388	544.037	402.196	0	0	2668.5	1.25489	0.71021	1523020149074
389	539.529	400.375	0	0	2687.5	0.486995	0.660492	1523020149106
390	535.278	398.344	0	0	2715	0.324065	0.720975	1523020149139
391	531.777	396.376	0	0	2702.5	0.144522	0.763177	1523020149171
392	528.124	394.101	0	0	2704.5	0.20907	0.752888	1523020149203
393	524.776	391.998	0	0	2705.5	0.177517	0.782354	1523020149236
394	521.597	389.958	0	0	2712.5	0.16842	0.784379	1523020149267
395	518.952	388.061	0	0	2681.5	0.0897372	0.606128	1523020149298
396	515.268	385.729	0	0	2700.5	0.0629795	0.774737	1523020149330
397	511.858	383.045	0	0	2696	0.0614591	0.765588	1523020149362
398	508.737	380.609	0	0	2703	0.0421417	0.767576	1523020149394
399	505.479	377.964	0	0	2707	0.0491619	0.789813	1523020149442
400	502.489	375.377	0	0	2696	0.141554	0.695496	1523020149474
401	499.613	372.947	0	0	2707.5	0.124861	0.672358	1523020149506
402	496.994	371.175	0	0	2711	0.202043	0.794694	1523020149538
403	494.759	369.326	0	0	2713	0.162841	0.7827	1523020149570
404	491.88	366.972	0	0	2692.5	0.0582211	0.636224	1523020149604
405	488.627	364.275	0	0	2717.5	0.14514	0.782178	1523020149636
406	485.316	361.603	0	0	2726.5	0.174935	0.797367	1523020149668
407	482.351	359.024	0	0	2731	0.220162	0.800556	1523020149699
408	479.714	356.872	0	0	2718	0.410221	0.673512	1523020149731
409	476.893	355.08	0	0	2729.5	0.316461	0.762308	1523020149763
410	474.492	353.423	0	0	2742.5	0.329402	0.737842	1523020149811
411	471.057	351.182	0	0	2733.5	0.338009	0.735421	1523020149843
412	467.651	349.185	0	0	2737.5	0.177926	0.782782	1523020149875
413	464.131	346.883	0	0	2736	0.663436	0.724264	1523020149907
414	460.178	344.639	0	0	2747	0.513636	0.75222	1523020149939
415	456.465	342.536	0	0	2754.5	0.478458	0.754983	1523020149971
416	453.194	340.904	0	0	2747	0.579967	0.760518	1523020150003
417	449.759	339.276	0	0	2745	0.398817	0.791932	1523020150037
418	445.804	337.454	0	0	2755	0.457086	0.771194	1523020150067
419	441.856	335.649	0	0	2748	0.812263	0.703617	1523020150099
420	438.895	334.493	0	0	2632	2.03722	0.848894	1523020150131
421	435.405	333.115	0	0	2636.5	1.80462	0.821668	1523020150178
422	432.341	332.022	0	0	2633.5	1.83495	0.782633	1523020150211
423	428.778	330.866	0	0	2634	2.12684	0.789904	1523020150243
424	425.41	329.382	0	0	2624	1.87272	0.881695	1523020150275
425	421.282	327.927	0	0	2646	1.94796	0.790848	1523020150306
426	416.894	326.199	0	0	2648	1.94498	0.807118	1523020150338
427	412.114	324.314	0	0	2655	1.75115	0.842112	1523020150371
428	407.881	322.799	0	0	2639.5	1.91855	0.884682	1523020150403
429	403.939	321.245	0	0	2667.5	1.77387	0.875875	1523020150436
430	400.593	319.973	0	0	2659.5	1.63522	0.880693	1523020150468
431	398.316	319.079	0	0	2666	1.65	0.88818	1523020150514
432	396.24	318.275	0	0	2668	1.61529	0.853326	1523020150546
433	394.405	317.41	0	0	2662	1.42791	0.861564	1523020150578
434	392.378	316.666	0	0	2678	1.0959	0.763998	1523020150610
435	389.311	315.507	0	0	2673	1.33626	0.774759	1523020150642
436	386.136	314.41	0	0	2666.5	1.39349	0.847826	1523020150674
437	383.493	313.465	0	0	2665.5	1.45842	0.785797	1523020150706
438	381.089	312.745	0	0	2672.5	1.43485	0.809905	1523020150738
439	378.24	311.832	0	0	2667	1.64488	0.769429	1523020150770
440	375.232	310.633	0	0	2677.5	1.27363	0.830426	1523020150802
441	371.993	309.412	0	0	2682	1.4475	0.788806	1523020150835
442	368.933	308.293	0	0	2688	1.11201	0.835697	1523020150882
443	365.689	307.049	0	0	2681.5	1.29172	0.8099	1523020150915
444	362.617	305.846	0	0	2665.5	1.53299	0.840487	1523020150946
445	359.928	304.925	0	0	2669	1.64928	0.813519	1523020150979
446	357.274	303.942	0	0	2686	1.44174	0.809332	1523020151011
447	354.563	302.914	0	0	2668.5	1.54562	0.818081	1523020151043
448	350.995	301.562	0	0	2673.5	1.66317	0.84301	1523020151075
449	347.279	300.169	0	0	2669	1.77298	0.839548	1523020151107
450	343.742	298.649	0	0	2666.5	1.70065	0.817468	1523020151139
451	340.126	297.039	0	0	2688	1.38367	0.877342	1523020151171
452	337.114	295.91	0	0	2678.5	1.6005	0.858786	1523020151203
453	334.18	294.776	0	0	2678.5	1.81076	0.869044	1523020151252
454	331.507	293.689	0	0	2678.5	1.57367	0.837618	1523020151283
455	328.588	292.566	0	0	2680	1.48118	0.86739	1523020151315
456	325.44	291.391	0	0	2679	1.57802	0.849725	1523020151347
457	322.341	290.194	0	0	2675.5	1.69089	0.86807	1523020151379
458	318.963	288.932	0	0	2671.5	1.684	0.866773	1523020151410
459	315.552	287.507	0	0	2670.5	1.75273	0.873791	1523020151443
460	312.631	286.306	0	0	2677	1.757	0.870703	1523020151475
461	309.289	284.97	0	0	2677	2.05077	0.873752	1523020151507
462	306.163	283.556	0	0	2675	2.11015	0.873099	1523020151539
463	303.676	282.581	0	0	2669	1.84233	0.86383	1523020151570
464	301.159	281.474	0	0	2678.5	2.08024	0.861771	1523020151618
465	298.092	280.225	0	0	2679.5	1.99568	0.869368	1523020151652
466	294.905	278.812	0	0	2671	1.87191	0.871794	1523020151683
467	291.621	277.359	0	0	2672.5	1.89929	0.867097	1523020151715
468	288.459	276.128	0	0	2678.5	1.91815	0.886985	1523020151746
469	285.496	274.887	0	0	2677.5	2.05418	0.886653	1523020151778
470	282.581	273.591	0	0	2678.5	1.99457	0.897753	1523020151810
471	279.999	272.547	0	0	2682	-0.71501	0.893511	1523020151842
472	277.719	271.467	0	0	2683.5	2.12212	0.881128	1523020151874
473	274.965	270.262	0	0	2688.5	2.10506	0.88277	1523020151906
474	271.935	268.926	0	0	2675.5	2.21054	0.889122	1523020151938
475	268.364	267.191	0	0	2693	2.1981	0.878974	1523020151986
476	265.076	265.614	0	0	2683.5	-0.655252	0.881128	1523020152018
477	261.569	263.858	0	0	2688	2.29044	0.887917	1523020152052
478	258.742	262.409	0	0	2694	-0.713572	0.889899	1523020152257
498	313.619	298.403	0	0	2603	2.10626	0.885336	1523020152914
499	310.698	295.989	0	0	2607	2.1641	0.886697	1523020152946
500	307.945	293.873	0	0	2603.5	2.26452	0.898685	1523020152978
501	305.087	291.481	0	0	2600.5	1.90115	0.889903	1523020153010
502	302.403	289.336	0	0	2609	2.13817	0.879775	1523020153042
503	299.113	286.765	0	0	2604.5	2.09644	0.891272	1523020153090
504	295.974	284.323	0	0	2605	1.98172	0.886017	1523020153122
505	293.165	282.152	0	0	2611.5	2.18365	0.875297	1523020153154
506	290.147	279.919	0	0	2608	2.32574	0.887037	1523020153186
507	287.199	277.727	0	0	2614	2.21416	0.889078	1523020153218
508	283.915	275.436	0	0	2615.5	2.11818	0.895036	1523020153251
509	280.529	272.961	0	0	2617.5	2.35582	0.895721	1523020153284
510	277.251	270.66	0	0	2619.5	2.32977	0.896405	1523020153315
511	274.149	268.507	0	0	2617	-0.692288	0.890098	1523020153347
512	270.769	266.315	0	0	2626.5	2.20364	0.891078	1523020153379
513	267.45	264.106	0	0	2627	-0.533145	0.893499	1523020153427
514	263.991	261.864	0	0	2623	-0.661281	0.884496	1523020153459
515	260.824	259.798	0	0	2636	-0.604211	0.88888	1523020153491
516	257.745	257.789	0	0	2634	-0.669561	0.89588	1523020153523
517	254.692	255.933	0	0	2631	-0.611507	0.89486	1523020153555
518	252.03	254.165	0	0	2648	-0.655986	0.88531	1523020153587
519	248.83	252.166	0	0	2636	2.35349	0.88888	1523020153619
520	245.648	250.149	0	0	2634	-0.545542	0.888206	1523020153652
521	242.374	247.832	0	0	2641.5	-0.48977	0.892979	1523020153684
522	238.877	245.614	0	0	2643	-0.455594	0.891241	1523020153714
523	235.841	243.628	0	0	2646	-0.359306	0.892252	1523020153746
524	232.804	241.699	0	0	2644.5	-0.490606	0.897184	1523020153794
525	229.395	239.412	0	0	2651	-0.421209	0.901662	1523020153826
526	226.136	237.261	0	0	2649	-0.109668	0.893264	1523020153858
527	223.094	235.41	0	0	2655	-0.202179	0.895287	1523020153890
528	220.09	233.492	0	0	2661	-0.0917281	0.89731	1523020153922
529	216.668	231.403	0	0	2661.5	-0.018353	0.892055	1523020153954
530	213.268	229.277	0	0	2658.5	-0.0424794	0.89105	1523020153986
531	209.837	227.178	0	0	2665	0.0629341	0.898659	1523020154019
532	206.416	225.348	0	0	2660	0.019023	0.896973	1523020154052
533	202.668	223.299	0	0	2672.5	-0.0751741	0.895742	1523020154083
534	198.873	221.203	0	0	2674.5	0.0790416	0.896413	1523020154115
535	195.466	219.364	0	0	2670	0.0426126	0.900345	1523020154162
536	192.059	217.48	0	0	2681	0.119775	0.893177	1523020154194
537	189.001	215.741	0	0	2679.5	0.0193559	0.898089	1523020154226
538	185.651	213.771	0	0	2680	0.0303704	0.885274	1523020154258
539	182.861	212.304	0	0	2717.5	0.116254	0.892292	1523020154290
540	179.886	210.697	0	0	2729.5	0.151137	0.888688	1523020154322
541	176.143	208.803	0	0	2730	0.217143	0.883572	1523020154354
542	172.413	206.949	0	0	2737.5	0.165378	0.873414	1523020154386
543	168.999	205.349	0	0	2732.5	0.139933	0.871819	1523020154418
544	165.328	203.471	0	0	2737	0.124352	0.868121	1523020154451
545	161.793	201.717	0	0	2740	0.133225	0.879397	1523020154483
546	158.253	199.984	0	0	2745	0.11717	0.881002	1523020154531
547	154.452	198.281	0	0	2747.5	0.179686	0.86933	1523020154563
548	150.649	196.546	0	0	2740	0.138545	0.861882	1523020154595
549	147.097	194.981	0	0	2746	0.153138	0.863769	1523020154627
550	143.246	193.396	0	0	2744.5	0.121658	0.868381	1523020154659
551	139.103	191.593	0	0	2754	0.187131	0.863318	1523020154690
552	135.227	189.89	0	0	2765	0.283521	0.826416	1523020154722
553	131.885	188.54	0	0	2780	0.231228	0.847352	1523020154754
554	128.297	187.223	0	0	2790.5	0.391817	0.76833	1523020154787
555	125.108	186.172	0	0	2813	0.299179	0.818033	1523020154819
556	122.014	185.135	0	0	2815.5	0.354154	0.798759	1523020154852
557	118.328	184.053	0	0	2814.5	0.380828	0.816561	1523020154899
558	114.515	182.96	0	0	2802	0.397977	0.81215	1523020154932
559	111.137	182.092	0	0	2831.5	0.377319	0.812319	1523020154969
560	107.452	181.143	0	0	2835.5	0.401626	0.813467	1523020155000
561	103.874	180.082	0	0	2838.5	0.360016	0.775518	1523020155026
562	100.435	179.139	0	0	2849	0.340801	0.812783	1523020155058
563	96.9241	178.076	0	0	2844	0.347862	0.811356	1523020155090
564	93.2432	177.016	0	0	2844	0.26711	0.802371	1523020155122
565	89.4269	176.099	0	0	2865.5	0.348664	0.797707	1523020155154
566	85.8813	175.089	0	0	2861.5	0.326883	0.790416	1523020155186
567	82.1745	174.102	0	0	2867.5	0.328851	0.774949	1523020155219
568	78.7059	173.067	0	0	2876	0.351967	0.805065	1523020155267
569	74.6829	171.843	0	0	2882.5	0.320922	0.790066	1523020155300
570	71.0445	170.822	0	0	2898.5	0.376684	0.791911	1523020155330
571	67.934	169.902	0	0	2885.5	0.347186	0.773855	1523020155362
572	65.1281	169.139	0	0	2893	0.347878	0.794745	1523020155394
573	61.4018	168.003	0	0	2886	0.344431	0.750133	1523020155426
574	58.0881	167.146	0	0	2896	0.319461	0.774932	1523020155458
575	54.728	166.188	0	0	2898	0.345255	0.781432	1523020155490
576	50.8891	165.319	0	0	2901	0.347417	0.788281	1523020155523
577	46.9052	164.533	0	0	2907	0.326714	0.777875	1523020155555
578	43.1521	163.935	0	0	2920.5	0.343697	0.789272	1523020155587
579	39.6753	163.392	0	0	2905	0.375453	0.769001	1523020155635
580	36.3269	163.082	0	0	2932	0.349554	0.796704	1523020155668
581	33.1968	162.629	0	0	2932	0.346104	0.72433	1523020155699
634	33.7466	95.3007	0	0	2862	0.579374	0.816491	1523020157474
635	36.4146	91.8183	0	0	2846.5	0.555985	0.724998	1523020157507
636	39.673	88.1622	0	0	2859.5	0.6135	0.829617	1523020157538
637	42.6674	84.6368	0	0	2873.5	0.596976	0.745238	1523020157570
638	45.2528	81.4358	0	0	2857.5	0.630449	0.780709	1523020157602
639	48.2694	77.7069	0	0	2850	0.607413	0.740776	1523020157635
640	51.359	74.3937	0	0	2875.5	0.644263	0.745757	1523020157667
641	54.3631	71.0292	0	0	2867.5	0.667285	0.65738	1523020157700
642	57.0922	68.1345	0	0	2877	0.673122	0.836644	1523020157731
643	59.9391	65.0388	0	0	2877	0.655869	0.742189	1523020157762
644	62.7019	62.1348	0	0	2875.5	0.706465	0.759499	1523020157811
